pipeline,identifier_type,identifier,eid,pid,probe_name,request_kind,object_or_dataset,collection,required,purpose
opto_behavior,eid,2cb4353f-ff13-4661-b1c5-aaf892ba47cb,2cb4353f-ff13-4661-b1c5-aaf892ba47cb,,,alf_object,wheel,ONE-resolved ALF collection,true,Wheel timestamps and position
opto_behavior,eid,2cb4353f-ff13-4661-b1c5-aaf892ba47cb,2cb4353f-ff13-4661-b1c5-aaf892ba47cb,,,dataset,_ibl_laserStimulation.intervals.npy,ONE-resolved,true,Optogenetic trial timing
opto_behavior,eid,2cb4353f-ff13-4661-b1c5-aaf892ba47cb,2cb4353f-ff13-4661-b1c5-aaf892ba47cb,,,dataset_pattern,_iblrig_taskData.raw*,raw_behavior_data,false,Legacy fallback for optogenetic trial identification
opto_behavior,eid,2d3f78c0-b7f8-4045-9bc1-8c76a7ae4a51,2d3f78c0-b7f8-4045-9bc1-8c76a7ae4a51,,,alf_object,trials,ONE-resolved ALF collection,true,"Choices, contrasts, block probability, event times, feedback"
opto_behavior,eid,2d3f78c0-b7f8-4045-9bc1-8c76a7ae4a51,2d3f78c0-b7f8-4045-9bc1-8c76a7ae4a51,,,alf_object,wheel,ONE-resolved ALF collection,true,Wheel timestamps and position
opto_behavior,eid,2d3f78c0-b7f8-4045-9bc1-8c76a7ae4a51,2d3f78c0-b7f8-4045-9bc1-8c76a7ae4a51,,,dataset,_ibl_laserStimulation.intervals.npy,ONE-resolved,true,Optogenetic trial timing
opto_behavior,eid,2d3f78c0-b7f8-4045-9bc1-8c76a7ae4a51,2d3f78c0-b7f8-4045-9bc1-8c76a7ae4a51,,,dataset_pattern,_iblrig_taskData.raw*,raw_behavior_data,false,Legacy fallback for optogenetic trial identification
opto_behavior,eid,2dccb63e-d226-4851-9b3b-432c8a855e52,2dccb63e-d226-4851-9b3b-432c8a855e52,,,alf_object,trials,ONE-resolved ALF collection,true,"Choices, contrasts, block probability, event times, feedback"
opto_behavior,eid,2dccb63e-d226-4851-9b3b-432c8a855e52,2dccb63e-d226-4851-9b3b-432c8a855e52,,,alf_object,wheel,ONE-resolved ALF collection,true,Wheel timestamps and position
opto_behavior,eid,2dccb63e-d226-4851-9b3b-432c8a855e52,2dccb63e-d226-4851-9b3b-432c8a855e52,,,dataset,_ibl_laserStimulation.intervals.npy,ONE-resolved,true,Optogenetic trial timing
opto_behavior,eid,2dccb63e-d226-4851-9b3b-432c8a855e52,2dccb63e-d226-4851-9b3b-432c8a855e52,,,dataset_pattern,_iblrig_taskData.raw*,raw_behavior_data,false,Legacy fallback for optogenetic trial identification
opto_behavior,eid,2e4e763c-aa49-4ba0-a194-86f0ae0d537e,2e4e763c-aa49-4ba0-a194-86f0ae0d537e,,,alf_object,trials,ONE-resolved ALF collection,true,"Choices, contrasts, block probability, event times, feedback"
opto_behavior,eid,2e4e763c-aa49-4ba0-a194-86f0ae0d537e,2e4e763c-aa49-4ba0-a194-86f0ae0d537e,,,alf_object,wheel,ONE-resolved ALF collection,true,Wheel timestamps and position
opto_behavior,eid,2e4e763c-aa49-4ba0-a194-86f0ae0d537e,2e4e763c-aa49-4ba0-a194-86f0ae0d537e,,,dataset,_ibl_laserStimulation.intervals.npy,ONE-resolved,true,Optogenetic trial timing
opto_behavior,eid,2e4e763c-aa49-4ba0-a194-86f0ae0d537e,2e4e763c-aa49-4ba0-a194-86f0ae0d537e,,,dataset_pattern,_iblrig_taskData.raw*,raw_behavior_data,false,Legacy fallback for optogenetic trial identification
opto_behavior,eid,2ee29830-76f1-43dc-9851-c10eccdc12dd,2ee29830-76f1-43dc-9851-c10eccdc12dd,,,alf_object,trials,ONE-resolved ALF collection,true,"Choices, contrasts, block probability, event times, feedback"
opto_behavior,eid,2ee29830-76f1-43dc-9851-c10eccdc12dd,2ee29830-76f1-43dc-9851-c10eccdc12dd,,,alf_object,wheel,ONE-resolved ALF collection,true,Wheel timestamps and position
opto_behavior,eid,2ee29830-76f1-43dc-9851-c10eccdc12dd,2ee29830-76f1-43dc-9851-c10eccdc12dd,,,dataset,_ibl_laserStimulation.intervals.npy,ONE-resolved,true,Optogenetic trial timing
opto_behavior,eid,2ee29830-76f1-43dc-9851-c10eccdc12dd,2ee29830-76f1-43dc-9851-c10eccdc12dd,,,dataset_pattern,_iblrig_taskData.raw*,raw_behavior_data,false,Legacy fallback for optogenetic trial identification
opto_behavior,eid,2f95753b-06cf-4860-b3a7-82b4d7a9fd45,2f95753b-06cf-4860-b3a7-82b4d7a9fd45,,,alf_object,trials,ONE-resolved ALF collection,true,"Choices, contrasts, block probability, event times, feedback"
