identifier_type,identifier,pipelines,figure_profiles,metadata_rows,mouse,eid,pid,probe_name
eid,0a5d156f-696c-442d-a3e5-a1ec0535edd2,opto_behavior,figure3_vls_d1_glmhmm,1,SWC_NM_053,0a5d156f-696c-442d-a3e5-a1ec0535edd2,,
eid,0a6400bf-3f90-4be2-9b63-19d9f659cf16,opto_behavior,figure1_zi_glmhmm,1,SWC_NM_010,0a6400bf-3f90-4be2-9b63-19d9f659cf16,,
eid,0a88f2f7-cf09-4dbc-ae3a-92d5dd221d0e,opto_behavior,supp1_hemisphere_specific,1,SWC_NM_096,0a88f2f7-cf09-4dbc-ae3a-92d5dd221d0e,,
eid,0ae7e7d1-b285-42b9-be3b-daf688a80d4d,zapit,,1,SWC_NM_086,0ae7e7d1-b285-42b9-be3b-daf688a80d4d,,
eid,0af4b3c5-4f44-4713-a552-ae163d954fc3,opto_behavior,figure3_vls_d1_glmhmm,1,SWC_NM_101,0af4b3c5-4f44-4713-a552-ae163d954fc3,,
eid,0afb230c-1cf1-4e98-b28a-c88de5e1405d,zapit,figure4_zapit_glmhmm,1,SWC_NM_081,0afb230c-1cf1-4e98-b28a-c88de5e1405d,,
eid,0b1a7c9e-36ce-4370-a8df-ae6ce3d49bdd,zapit,,1,SWC_NM_085,0b1a7c9e-36ce-4370-a8df-ae6ce3d49bdd,,
eid,0b741a58-bbf9-43ab-a745-9896754281db,opto_behavior,,1,SWC_NM_102,0b741a58-bbf9-43ab-a745-9896754281db,,
eid,0bbfbe3c-8db2-4f69-b82d-4c74be5fbb6c,zapit,,1,SWC_NM_057,0bbfbe3c-8db2-4f69-b82d-4c74be5fbb6c,,
eid,0c2f75a0-853c-4f19-9334-ca09861f7305,opto_behavior,figure3_vls_d1_glmhmm,1,SWC_NM_073,0c2f75a0-853c-4f19-9334-ca09861f7305,,
eid,0c6f91a6-f3d0-40eb-af28-f26e8369c599,opto_behavior,,1,SWC_NM_102,0c6f91a6-f3d0-40eb-af28-f26e8369c599,,
eid,0c82a60e-0668-464c-98bc-39a7c7ff89d0,zapit,,1,SWC_NM_086,0c82a60e-0668-464c-98bc-39a7c7ff89d0,,
eid,0c910b13-2b55-4a7b-aa95-8b39f60557fb,zapit,,1,SWC_NM_072,0c910b13-2b55-4a7b-aa95-8b39f60557fb,,
eid,0cba0d73-ba8d-4121-af42-1ed14cf8e8ec,opto_behavior,figure3_stn_glmhmm,2,SWC_NM_024,0cba0d73-ba8d-4121-af42-1ed14cf8e8ec,,
eid,0d2c18f4-5360-46b8-ac60-996bfb97f59d,zapit,,1,SWC_NM_085,0d2c18f4-5360-46b8-ac60-996bfb97f59d,,
eid,0d720e80-238a-45b1-af30-99154b27478a,opto_behavior,figure3_vls_d2_glmhmm,1,SWC_NM_109,0d720e80-238a-45b1-af30-99154b27478a,,
eid,0d7b70c5-d484-4bb8-82c9-1eaa185f64d8,opto_behavior,figure3_vls_d1_glmhmm,1,SWC_NM_073,0d7b70c5-d484-4bb8-82c9-1eaa185f64d8,,
eid,0dceba40-5926-467b-9535-024f535d6833,opto_behavior,figure3_vls_d2_glmhmm,1,SWC_NM_109,0dceba40-5926-467b-9535-024f535d6833,,
eid,0df1c8ed-3d0b-4dac-ac5b-1ea2060869f0,zapit,figure4_zapit_glmhmm,1,SWC_NM_085,0df1c8ed-3d0b-4dac-ac5b-1ea2060869f0,,
eid,0df4e3df-3e22-48cd-925a-04740662c707,opto_behavior,figure3_vls_d1_glmhmm,1,SWC_NM_099,0df4e3df-3e22-48cd-925a-04740662c707,,
eid,0e26b069-d530-46c7-ba0d-9e4f3f973ff8,zapit,figure4_zapit_glmhmm,1,SWC_NM_085,0e26b069-d530-46c7-ba0d-9e4f3f973ff8,,
eid,0e38595d-f7e9-4ba2-b492-69bef290ed1a,opto_behavior,figure1_snr_glmhmm;supp1_glmhmm_states;supp1_hemisphere_specific;supp1_snr_no_glmhmm,1,SWC_NM_113,0e38595d-f7e9-4ba2-b492-69bef290ed1a,,
eid,0e62d042-def5-42d6-870e-6f88bd9f8dbb,zapit,,1,SWC_NM_082,0e62d042-def5-42d6-870e-6f88bd9f8dbb,,
eid,0e6fe1ec-5fe6-4078-8548-acd39c5cfd1e,opto_behavior,figure3_vls_d1_glmhmm,1,SWC_NM_100,0e6fe1ec-5fe6-4078-8548-acd39c5cfd1e,,
eid,0ee2894f-29dd-4ba7-a089-292b7cbd2c03,zapit,figure4_zapit_glmhmm,1,SWC_NM_081,0ee2894f-29dd-4ba7-a089-292b7cbd2c03,,
eid,0f162f4a-ef0c-4cd6-87d2-584879e7a104,opto_behavior,figure3_stn_glmhmm,1,SWC_NM_025,0f162f4a-ef0c-4cd6-87d2-584879e7a104,,
eid,0f7f1e06-a597-4cbd-a409-7c2c0d40b1d6,zapit,,1,SWC_NM_086,0f7f1e06-a597-4cbd-a409-7c2c0d40b1d6,,
eid,0f97d10d-1576-4873-9fe4-714f02fc491c,opto_behavior,figure3_vls_d2_glmhmm,1,SWC_NM_089,0f97d10d-1576-4873-9fe4-714f02fc491c,,
eid,0ff9161b-bae8-4ff1-a080-2928fc45cc54,opto_behavior,,1,SWC_NM_016,0ff9161b-bae8-4ff1-a080-2928fc45cc54,,
eid,10014c6c-c903-4510-963d-c1310ce567e7,zapit,figure4_zapit_glmhmm,1,SWC_NM_082,10014c6c-c903-4510-963d-c1310ce567e7,,
eid,110aaffb-ab9e-4362-9f3b-7b1910a41d1a,opto_behavior,,1,SWC_NM_049,110aaffb-ab9e-4362-9f3b-7b1910a41d1a,,
eid,114031ac-51af-4afc-b93f-1c845c3d5f84,zapit,figure4_zapit_glmhmm,1,SWC_NM_081,114031ac-51af-4afc-b93f-1c845c3d5f84,,
eid,11438296-fa41-4344-9987-69fb66fcbc5d,zapit,figure4_zapit_glmhmm,1,SWC_NM_086,11438296-fa41-4344-9987-69fb66fcbc5d,,
eid,1167154b-86d2-4e56-b5d9-a3504ff87889,opto_behavior,figure3_vls_d2_glmhmm,1,SWC_NM_083,1167154b-86d2-4e56-b5d9-a3504ff87889,,
eid,117c2948-f460-48fd-85cd-1df01ae1c18b,opto_behavior,,1,SWC_NM_025,117c2948-f460-48fd-85cd-1df01ae1c18b,,
eid,11a8532c-5718-43a9-8bac-b6f6e0fb4cba,opto_behavior,,1,SWC_NM_010,11a8532c-5718-43a9-8bac-b6f6e0fb4cba,,
eid,11cb372b-1ab6-438a-ba02-b467e5c0f9f9,zapit,figure4_zapit_glmhmm,1,SWC_NM_072,11cb372b-1ab6-438a-ba02-b467e5c0f9f9,,
eid,120ba61f-48a0-4d65-89cc-2076fbc5701e,zapit,figure4_zapit_glmhmm,1,SWC_NM_086,120ba61f-48a0-4d65-89cc-2076fbc5701e,,
eid,121545ee-2cd7-461c-beb6-c8c1742572fb,opto_behavior,,1,SWC_NM_026,121545ee-2cd7-461c-beb6-c8c1742572fb,,
eid,124cddb8-22d2-4632-be4d-92181901a65e,opto_behavior,supp1_hemisphere_specific,1,SWC_NM_008,124cddb8-22d2-4632-be4d-92181901a65e,,
eid,1286ce5d-996b-4067-8f85-9eb8ddd5ba97,opto_behavior,,1,SWC_NM_110,1286ce5d-996b-4067-8f85-9eb8ddd5ba97,,
eid,12965ed5-8d47-407c-96e3-4a9579ca548d,zapit,,1,SWC_NM_085,12965ed5-8d47-407c-96e3-4a9579ca548d,,
eid,12ba99b8-c705-4548-85dd-facca35b0346,zapit,figure4_zapit_glmhmm,1,SWC_NM_085,12ba99b8-c705-4548-85dd-facca35b0346,,
eid,12c6443d-b514-4395-aa1a-8faf2bd4ffa7,zapit,figure4_zapit_glmhmm,1,SWC_NM_071,12c6443d-b514-4395-aa1a-8faf2bd4ffa7,,
eid,12f2c51a-f66c-4792-a7e2-f1696fccca1f,zapit,figure4_zapit_glmhmm,1,SWC_NM_071,12f2c51a-f66c-4792-a7e2-f1696fccca1f,,
eid,13056b33-9c89-4d44-a842-ace3169e6801,opto_behavior,,1,SWC_NM_104,13056b33-9c89-4d44-a842-ace3169e6801,,
eid,13178d45-3a38-4f86-bcfc-b2ee03aeb148,opto_behavior,,1,SWC_NM_098,13178d45-3a38-4f86-bcfc-b2ee03aeb148,,
eid,13327c21-7886-49e8-b9fe-7086bf563243,opto_behavior,figure1_zi_glmhmm,1,SWC_NM_104,13327c21-7886-49e8-b9fe-7086bf563243,,
eid,13d909d4-9361-419e-813c-2958e52addf7,zapit,figure4_zapit_glmhmm,1,SWC_NM_082,13d909d4-9361-419e-813c-2958e52addf7,,
eid,13da8dfb-2b47-47f4-8dea-d979b8969fb9,opto_behavior,,1,SWC_NM_049,13da8dfb-2b47-47f4-8dea-d979b8969fb9,,
eid,13e4a6f2-580c-4548-861e-6617a2ae038b,opto_behavior,,2,SWC_NM_042,13e4a6f2-580c-4548-861e-6617a2ae038b,,
eid,145f7e0f-6382-4e4e-aaa5-51806621de85,opto_behavior,figure3_vls_d2_glmhmm,1,SWC_NM_065,145f7e0f-6382-4e4e-aaa5-51806621de85,,
eid,14629fee-ebcc-4ed8-9612-cc7654936e17,zapit,figure4_zapit_glmhmm,1,SWC_NM_085,14629fee-ebcc-4ed8-9612-cc7654936e17,,
eid,146c1185-5785-4550-be7f-129322d1063d,opto_behavior,supp1_hemisphere_specific,1,SWC_NM_113,146c1185-5785-4550-be7f-129322d1063d,,
eid,147f5dd3-f35c-409b-a503-d8914a6e78a6,zapit,figure4_zapit_glmhmm,1,SWC_NM_086,147f5dd3-f35c-409b-a503-d8914a6e78a6,,
eid,14f386c3-6765-4642-bdcd-e6d8884a5787,zapit,figure4_zapit_glmhmm,1,SWC_NM_071,14f386c3-6765-4642-bdcd-e6d8884a5787,,
eid,15194e66-2bb2-4833-9c5b-9f9f2ba8d60d,opto_behavior,figure3_vls_d2_glmhmm,1,SWC_NM_083,15194e66-2bb2-4833-9c5b-9f9f2ba8d60d,,
eid,151daab8-55c3-4055-a246-2cc0f806d816,opto_behavior,,1,SWC_NM_088,151daab8-55c3-4055-a246-2cc0f806d816,,
eid,15439251-fc4b-4b02-92cd-02398d7aa80a,opto_behavior,,1,SWC_NM_063,15439251-fc4b-4b02-92cd-02398d7aa80a,,
eid,15ab17c6-d15a-4479-9ccb-6834511d046d,opto_behavior,figure3_vls_d2_glmhmm,1,SWC_NM_065,15ab17c6-d15a-4479-9ccb-6834511d046d,,
eid,15c8fc20-9bdd-460a-8035-8ba01142cf01,opto_behavior,figure3_vls_d2_glmhmm,1,SWC_NM_109,15c8fc20-9bdd-460a-8035-8ba01142cf01,,
eid,15db050c-de59-4cee-94ea-c1e630a89cce,zapit,figure4_zapit_glmhmm,1,SWC_NM_085,15db050c-de59-4cee-94ea-c1e630a89cce,,
eid,15eb9851-7b17-432e-8c1b-c35798232ec8,opto_behavior,,1,SWC_NM_049,15eb9851-7b17-432e-8c1b-c35798232ec8,,
eid,15f0c551-0bc2-4423-ab09-90e03dd240c5,opto_behavior,supp1_hemisphere_specific,1,SWC_NM_012,15f0c551-0bc2-4423-ab09-90e03dd240c5,,
eid,161f9fcc-4d8f-48c0-9ca9-b939dfab1971,opto_behavior,,1,SWC_NM_096,161f9fcc-4d8f-48c0-9ca9-b939dfab1971,,
eid,16612840-7c5a-4344-939e-dea8d4a43c3e,opto_behavior,figure3_vls_d1_glmhmm,1,SWC_NM_099,16612840-7c5a-4344-939e-dea8d4a43c3e,,
eid,167f71eb-61c0-45fe-9531-5cb5dd33f396,opto_behavior,,2,SWC_NM_010;SWC_NM_012,167f71eb-61c0-45fe-9531-5cb5dd33f396,,
eid,16bb91ac-5701-48c4-8098-1861660d8ccb,opto_behavior,supp1_hemisphere_specific,1,SWC_NM_011,16bb91ac-5701-48c4-8098-1861660d8ccb,,
eid,16ff936f-c87b-4d1f-ad5e-96236962cdb9,zapit,,1,SWC_NM_081,16ff936f-c87b-4d1f-ad5e-96236962cdb9,,
eid,17117ae2-7ce0-45a6-8c59-62c9b022031c,opto_behavior,figure1_snr_glmhmm;supp1_glmhmm_states;supp1_hemisphere_specific;supp1_snr_no_glmhmm,2,SWC_NM_096,17117ae2-7ce0-45a6-8c59-62c9b022031c,,
eid,175350fa-6c2c-468e-9e87-ba4ba916810c,opto_behavior,figure3_vls_d2_glmhmm,1,SWC_NM_083,175350fa-6c2c-468e-9e87-ba4ba916810c,,
eid,17a0cc7a-248b-49da-9056-6c627ce2d587,zapit,,1,SWC_NM_081,17a0cc7a-248b-49da-9056-6c627ce2d587,,
eid,17cd8693-ab43-41fd-9667-b1c1b2cacc0a,opto_behavior,,2,SWC_NM_022,17cd8693-ab43-41fd-9667-b1c1b2cacc0a,,
eid,17e111a2-34be-4fdf-ae9c-d25f3dbf500a,zapit,,1,SWC_NM_086,17e111a2-34be-4fdf-ae9c-d25f3dbf500a,,
eid,18294d0f-4d0e-442a-a099-26d10d5ec493,zapit,,1,SWC_NM_071,18294d0f-4d0e-442a-a099-26d10d5ec493,,
eid,186f7c0a-81ca-488a-92c0-14d41263edbe,opto_behavior,supp1_hemisphere_specific,1,SWC_NM_012,186f7c0a-81ca-488a-92c0-14d41263edbe,,
eid,187eef62-5567-488a-b5cb-b1af1c9ec925,opto_behavior,figure3_vls_d2_glmhmm,1,SWC_NM_087,187eef62-5567-488a-b5cb-b1af1c9ec925,,
eid,18a9f2ef-88de-4494-88e7-069e60242202,opto_behavior,figure1_snr_glmhmm;supp1_glmhmm_states;supp1_hemisphere_specific;supp1_snr_no_glmhmm,1,SWC_NM_080,18a9f2ef-88de-4494-88e7-069e60242202,,
eid,18d69ef7-e8cd-424e-b764-4c2a278dccde,opto_behavior,,1,SWC_NM_102,18d69ef7-e8cd-424e-b764-4c2a278dccde,,
eid,18ed3660-3f19-42b2-8074-a5fc1a38822e,zapit,,1,SWC_NM_085,18ed3660-3f19-42b2-8074-a5fc1a38822e,,
eid,18f881f8-da77-41fa-9d04-72e5d6980ab2,zapit,figure4_zapit_glmhmm,1,SWC_NM_082,18f881f8-da77-41fa-9d04-72e5d6980ab2,,
eid,1923125d-80ed-4f9e-8653-f4e31bd3ce3a,opto_behavior,figure3_vls_d1_glmhmm,1,SWC_NM_101,1923125d-80ed-4f9e-8653-f4e31bd3ce3a,,
eid,192eb333-4a1b-4db2-9e0d-72f86ff0fd62,opto_behavior,,1,SWC_NM_035,192eb333-4a1b-4db2-9e0d-72f86ff0fd62,,
eid,19422058-3daf-44a0-ad74-63b36312205c,opto_behavior,figure3_vls_d1_glmhmm,1,SWC_NM_099,19422058-3daf-44a0-ad74-63b36312205c,,
eid,1978c5fc-239e-47e4-9d97-b0c1473a7b78,opto_behavior,figure3_vls_d1_glmhmm,1,SWC_NM_053,1978c5fc-239e-47e4-9d97-b0c1473a7b78,,
eid,198dfd8b-7c2d-47d4-9df0-afd1b384a0e7,opto_behavior,,1,SWC_NM_026,198dfd8b-7c2d-47d4-9df0-afd1b384a0e7,,
eid,19aaab85-9ee4-4959-9592-2fdcc9101264,opto_behavior,,1,SWC_NM_036,19aaab85-9ee4-4959-9592-2fdcc9101264,,
eid,19ed32db-bfc1-44ee-8743-1181d3a656d0,zapit,figure4_zapit_glmhmm,1,SWC_NM_081,19ed32db-bfc1-44ee-8743-1181d3a656d0,,
eid,1a4ad434-630b-4b3d-866a-f6b7556b9cd1,opto_behavior,figure3_vls_d2_glmhmm,1,SWC_NM_065,1a4ad434-630b-4b3d-866a-f6b7556b9cd1,,
eid,1a4d2532-3aae-4a96-a790-9c3920a34bd1,zapit,,1,SWC_NM_081,1a4d2532-3aae-4a96-a790-9c3920a34bd1,,
eid,1a4ff094-11d1-4130-8c06-3ab58b147d64,opto_behavior,figure3_vls_d2_glmhmm,1,SWC_NM_109,1a4ff094-11d1-4130-8c06-3ab58b147d64,,
eid,1ad8c12b-6158-49a8-9b4f-1518c5dc0433,zapit,figure4_zapit_glmhmm,1,SWC_NM_082,1ad8c12b-6158-49a8-9b4f-1518c5dc0433,,
eid,1af9eb1f-beb3-411d-b1cf-6e8363b9d7c7,zapit,figure4_zapit_glmhmm,1,SWC_NM_081,1af9eb1f-beb3-411d-b1cf-6e8363b9d7c7,,
eid,1b2f1edb-2b13-4d9d-8d4b-8bf57cf4be83,zapit,,1,SWC_NM_081,1b2f1edb-2b13-4d9d-8d4b-8bf57cf4be83,,
eid,1b91e9a4-46ea-4581-9184-f3d4532ca1b0,zapit,figure4_zapit_glmhmm,1,SWC_NM_086,1b91e9a4-46ea-4581-9184-f3d4532ca1b0,,
eid,1bb13c8c-aac2-439e-986d-78d3eed47f74,zapit,figure4_zapit_glmhmm,1,SWC_NM_086,1bb13c8c-aac2-439e-986d-78d3eed47f74,,
eid,1bf37f1c-a692-4109-8793-ea9a381278bd,zapit,figure4_zapit_glmhmm,1,SWC_NM_086,1bf37f1c-a692-4109-8793-ea9a381278bd,,
eid,1c1750e5-3ae0-4197-a636-00ecf434eb3f,opto_behavior,,1,SWC_NM_110,1c1750e5-3ae0-4197-a636-00ecf434eb3f,,
eid,1c4f2c31-9ed1-4f29-a6f6-313aad758a00,opto_behavior,figure3_vls_d1_glmhmm,1,SWC_NM_098,1c4f2c31-9ed1-4f29-a6f6-313aad758a00,,
eid,1c4fd7f7-6b72-4273-96f9-c0d255193170,zapit,,1,SWC_NM_071,1c4fd7f7-6b72-4273-96f9-c0d255193170,,
eid,1cceaf57-cd56-410e-bddb-634ee9840c50,opto_behavior,figure1_snr_glmhmm;supp1_glmhmm_states;supp1_hemisphere_specific;supp1_snr_no_glmhmm,2,SWC_NM_008,1cceaf57-cd56-410e-bddb-634ee9840c50,,
eid,1ce32560-314a-49c5-afac-57cc7f5cdb9b,opto_behavior,,1,SWC_NM_037,1ce32560-314a-49c5-afac-57cc7f5cdb9b,,
eid,1cf94da6-a587-45c8-8933-1fed3e778cad,opto_behavior,,1,SWC_NM_102,1cf94da6-a587-45c8-8933-1fed3e778cad,,
eid,1d28f538-2217-44bb-99a8-bec8bd437f49,zapit,figure4_zapit_glmhmm,1,SWC_NM_081,1d28f538-2217-44bb-99a8-bec8bd437f49,,
eid,1d6aa420-c44f-4998-9c9b-2634df455056,zapit,figure4_zapit_glmhmm,1,SWC_NM_081,1d6aa420-c44f-4998-9c9b-2634df455056,,
eid,1d7fedc4-04be-468f-8d4e-76c8e51d4e91,opto_behavior,,1,SWC_NM_036,1d7fedc4-04be-468f-8d4e-76c8e51d4e91,,
eid,1db7880d-a532-4af0-b720-88f3dc1d722c,opto_behavior,figure3_vls_d1_glmhmm,1,SWC_NM_105,1db7880d-a532-4af0-b720-88f3dc1d722c,,
eid,1db797cb-20c3-46e0-85f0-4726e6583b81,zapit,,1,SWC_NM_057,1db797cb-20c3-46e0-85f0-4726e6583b81,,
eid,1dcab41c-9ec6-4a1c-bd4c-67721db91df6,opto_behavior,figure3_stn_glmhmm,1,SWC_NM_024,1dcab41c-9ec6-4a1c-bd4c-67721db91df6,,
eid,1ddfaa39-f15b-4eda-9c70-c6d4f874fdb6,opto_behavior,figure3_stn_glmhmm,1,SWC_NM_024,1ddfaa39-f15b-4eda-9c70-c6d4f874fdb6,,
eid,1e02a748-1f58-42f6-8e8b-e06e335c9c23,zapit,figure4_zapit_glmhmm,1,SWC_NM_082,1e02a748-1f58-42f6-8e8b-e06e335c9c23,,
eid,1f05c49c-1b40-418b-ab59-89232916710a,opto_behavior,supp1_hemisphere_specific,1,SWC_NM_016,1f05c49c-1b40-418b-ab59-89232916710a,,
eid,1f19e366-46b0-46ea-a137-1bf58a3d83c5,opto_behavior,,1,SWC_NM_012,1f19e366-46b0-46ea-a137-1bf58a3d83c5,,
eid,1f36b80d-dfb5-4842-a7fc-8af8f10ce602,opto_behavior,,1,SWC_NM_035,1f36b80d-dfb5-4842-a7fc-8af8f10ce602,,
eid,1f87f9fa-da91-41c9-92ae-8e1be72766dd,opto_behavior,,1,SWC_NM_037,1f87f9fa-da91-41c9-92ae-8e1be72766dd,,
eid,1f932c9b-17b8-4915-acb9-134735bcd045,opto_behavior,figure3_vls_d2_glmhmm,1,SWC_NM_065,1f932c9b-17b8-4915-acb9-134735bcd045,,
eid,1fb664c8-dcab-4ba8-8991-45d933c31397,opto_behavior,figure3_vls_d2_glmhmm,1,SWC_NM_083,1fb664c8-dcab-4ba8-8991-45d933c31397,,
eid,205e8076-40b3-4432-8044-0dd890839db7,opto_behavior,figure1_zi_glmhmm,1,SWC_NM_003,205e8076-40b3-4432-8044-0dd890839db7,,
eid,208aa70b-cd97-4497-83f1-c38cbd2a7742,opto_behavior,,1,SWC_NM_101,208aa70b-cd97-4497-83f1-c38cbd2a7742,,
eid,20c761c5-a7c4-4efa-8671-68340cf85613,opto_behavior,figure3_vls_d1_glmhmm,1,SWC_NM_105,20c761c5-a7c4-4efa-8671-68340cf85613,,
eid,20d7077d-da54-4753-9dd5-12da062aa784,zapit,figure4_zapit_glmhmm,1,SWC_NM_085,20d7077d-da54-4753-9dd5-12da062aa784,,
eid,20ed1969-96f6-4f57-9ae7-66ee094e47d7,opto_behavior,,1,SWC_NM_036,20ed1969-96f6-4f57-9ae7-66ee094e47d7,,
eid,2184a7ac-dca7-46db-b727-5180a7c6b0d0,opto_behavior,figure3_vls_d2_glmhmm,1,SWC_NM_065,2184a7ac-dca7-46db-b727-5180a7c6b0d0,,
eid,21ee8737-3bea-4f7c-9f66-24813fe75e77,zapit,figure4_zapit_glmhmm,1,SWC_NM_072,21ee8737-3bea-4f7c-9f66-24813fe75e77,,
eid,2207c9c5-543b-46c2-bff1-0085151bbc16,zapit,figure4_zapit_glmhmm,1,SWC_NM_086,2207c9c5-543b-46c2-bff1-0085151bbc16,,
eid,221997ed-9cb5-45d1-b7b9-e1af87103a58,opto_behavior,supp1_hemisphere_specific,1,SWC_NM_096,221997ed-9cb5-45d1-b7b9-e1af87103a58,,
eid,22591fc2-4871-4a41-9ff7-1065475cf66f,zapit,figure4_zapit_glmhmm,1,SWC_NM_072,22591fc2-4871-4a41-9ff7-1065475cf66f,,
eid,226b3997-5222-47ac-a221-49a43c4a2543,zapit,,1,SWC_NM_086,226b3997-5222-47ac-a221-49a43c4a2543,,
eid,229e8bba-986d-408b-abb7-ec7fdb02e2f4,opto_behavior,figure1_snr_glmhmm;supp1_glmhmm_states;supp1_hemisphere_specific;supp1_snr_no_glmhmm,1,SWC_NM_096,229e8bba-986d-408b-abb7-ec7fdb02e2f4,,
eid,22a99058-05c5-499d-b8d8-1e518339e123,opto_behavior,figure1_snr_glmhmm;supp1_glmhmm_states;supp1_hemisphere_specific;supp1_snr_no_glmhmm,1,SWC_NM_080,22a99058-05c5-499d-b8d8-1e518339e123,,
eid,234a754d-05ec-464b-ad0b-4d9cf111bf31,opto_behavior,figure3_vls_d1_glmhmm,1,SWC_NM_098,234a754d-05ec-464b-ad0b-4d9cf111bf31,,
eid,23520eca-b5b1-45fb-a629-3ebf3a620c2f,opto_behavior,supp1_hemisphere_specific,1,SWC_NM_004,23520eca-b5b1-45fb-a629-3ebf3a620c2f,,
eid,238a0a48-392e-4d18-836a-eb5fe0853bfe,opto_behavior,,1,SWC_NM_008,238a0a48-392e-4d18-836a-eb5fe0853bfe,,
eid,23c27379-e440-4013-9a1b-6ee05eed33b3,opto_behavior,,1,SWC_NM_036,23c27379-e440-4013-9a1b-6ee05eed33b3,,
eid,23e9ed4a-4f7b-47a2-807e-87fcac571f63,zapit,,1,SWC_NM_081,23e9ed4a-4f7b-47a2-807e-87fcac571f63,,
eid,241f00a1-f73f-4c90-908e-e3f548d48664,opto_behavior,figure3_vls_d2_glmhmm,1,SWC_NM_065,241f00a1-f73f-4c90-908e-e3f548d48664,,
eid,24214686-b5b6-453b-9004-8f6e3e9d9882,opto_behavior,figure3_vls_d2_glmhmm,1,SWC_NM_087,24214686-b5b6-453b-9004-8f6e3e9d9882,,
eid,2499872a-0fc5-47bd-928b-f59edcb299d6,zapit,,1,SWC_NM_071,2499872a-0fc5-47bd-928b-f59edcb299d6,,
eid,249bc715-8fe4-492e-84dc-3fb2e15a3098,opto_behavior,figure3_vls_d1_glmhmm,1,SWC_NM_073,249bc715-8fe4-492e-84dc-3fb2e15a3098,,
eid,2506b4db-1368-402b-8afc-cd915384926a,opto_behavior,figure1_zi_glmhmm,1,SWC_NM_104,2506b4db-1368-402b-8afc-cd915384926a,,
eid,252731b9-9b96-4bea-a2b2-056683506cf7,opto_behavior,,1,SWC_NM_035,252731b9-9b96-4bea-a2b2-056683506cf7,,
eid,25863f4c-20d6-43e1-903d-088bcbfdc441,opto_behavior,supp1_hemisphere_specific,2,SWC_NM_018,25863f4c-20d6-43e1-903d-088bcbfdc441,,
eid,25d98c34-1509-4726-970d-15ce47cf082f,opto_behavior,supp1_hemisphere_specific,1,SWC_NM_096,25d98c34-1509-4726-970d-15ce47cf082f,,
eid,25df56f8-5d2f-47b0-9d02-766ac936702e,zapit,figure4_zapit_glmhmm,1,SWC_NM_058,25df56f8-5d2f-47b0-9d02-766ac936702e,,
eid,2622435f-deeb-49ec-94c2-b4c57c3282bf,zapit,figure4_zapit_glmhmm,1,SWC_NM_081,2622435f-deeb-49ec-94c2-b4c57c3282bf,,
eid,2630a3ef-20fb-4511-bd40-5baae2e2f33e,opto_behavior,figure3_vls_d1_glmhmm,1,SWC_NM_053,2630a3ef-20fb-4511-bd40-5baae2e2f33e,,
eid,26330506-1c26-4a75-953c-91808409c92b,opto_behavior,,1,SWC_NM_102,26330506-1c26-4a75-953c-91808409c92b,,
eid,26795a4a-c0dd-4423-87d2-6bfc6b03b528,opto_behavior,,1,SWC_NM_051,26795a4a-c0dd-4423-87d2-6bfc6b03b528,,
eid,269798e4-4837-42f0-80a8-12feafb5325e,opto_behavior,figure1_snr_glmhmm;supp1_glmhmm_states;supp1_hemisphere_specific;supp1_snr_no_glmhmm,1,SWC_NM_011,269798e4-4837-42f0-80a8-12feafb5325e,,
eid,26c225de-a4d5-42d9-bc30-f3f7d391bb30,opto_behavior,figure3_vls_d1_glmhmm,1,SWC_NM_101,26c225de-a4d5-42d9-bc30-f3f7d391bb30,,
eid,2702b582-3e57-4c43-bbda-72269900a4cb,opto_behavior,figure3_vls_d1_glmhmm,1,SWC_NM_101,2702b582-3e57-4c43-bbda-72269900a4cb,,
eid,276cf129-81e8-4a46-bef6-b10c8242e8eb,opto_behavior,figure3_vls_d1_glmhmm,1,SWC_NM_098,276cf129-81e8-4a46-bef6-b10c8242e8eb,,
eid,27726b68-6bc1-46b4-8456-38b7b046363c,opto_behavior,figure1_snr_glmhmm;supp1_glmhmm_states;supp1_hemisphere_specific;supp1_snr_no_glmhmm,1,SWC_NM_096,27726b68-6bc1-46b4-8456-38b7b046363c,,
eid,279d6a88-fbcb-42ab-b46e-fa12a26d6618,opto_behavior,figure3_stn_glmhmm,1,SWC_NM_024,279d6a88-fbcb-42ab-b46e-fa12a26d6618,,
eid,27ed63de-c2d4-4efd-ba0d-7d29c4e7eb3c,zapit,figure4_zapit_glmhmm,1,SWC_NM_057,27ed63de-c2d4-4efd-ba0d-7d29c4e7eb3c,,
eid,2845f8ed-6f0b-4b48-85a2-974b07c6a0a0,opto_behavior,,1,SWC_NM_036,2845f8ed-6f0b-4b48-85a2-974b07c6a0a0,,
eid,2853b63d-9306-46a0-aab5-8137ba7111ea,opto_behavior,figure3_vls_d1_glmhmm,1,SWC_NM_098,2853b63d-9306-46a0-aab5-8137ba7111ea,,
eid,285d1920-3769-4535-931e-7429db4b89d2,opto_behavior,figure3_vls_d1_glmhmm,1,SWC_NM_099,285d1920-3769-4535-931e-7429db4b89d2,,
eid,286092f1-04c3-4edd-bfec-6d8cfaaed7b4,opto_behavior,figure3_vls_d1_glmhmm,1,SWC_NM_101,286092f1-04c3-4edd-bfec-6d8cfaaed7b4,,
