identifier_type,identifier,pipelines,figure_profiles,metadata_rows,mouse,eid,pid,probe_name
eid,288b4537-a539-49f3-a56c-c67c80b3704c,opto_behavior,supp1_hemisphere_specific,1,SWC_NM_012,288b4537-a539-49f3-a56c-c67c80b3704c,,
eid,289c4d50-12f0-4ccf-889e-ded84dfb6c1f,opto_behavior,,1,SWC_NM_102,289c4d50-12f0-4ccf-889e-ded84dfb6c1f,,
eid,28c7741c-07dc-4972-9a55-cd49460df4fd,opto_behavior,,1,SWC_NM_080,28c7741c-07dc-4972-9a55-cd49460df4fd,,
eid,28d3ceed-1edb-4ac6-b7c8-e3647ad36370,opto_behavior,supp1_hemisphere_specific,1,SWC_NM_011,28d3ceed-1edb-4ac6-b7c8-e3647ad36370,,
eid,28eada18-4860-48a3-b238-774ca2b9a5ea,zapit,figure4_zapit_glmhmm,1,SWC_NM_071,28eada18-4860-48a3-b238-774ca2b9a5ea,,
eid,28f71052-e487-47db-900f-0f7d1634a3c1,zapit,figure4_zapit_glmhmm,1,SWC_NM_081,28f71052-e487-47db-900f-0f7d1634a3c1,,
eid,291a4e8f-5324-4a8f-83d3-9716f8689d41,opto_behavior,,1,SWC_NM_049,291a4e8f-5324-4a8f-83d3-9716f8689d41,,
eid,292a8d6b-9805-4d6f-bbb8-888bcc724fd5,opto_behavior,figure3_vls_d1_glmhmm,1,SWC_NM_101,292a8d6b-9805-4d6f-bbb8-888bcc724fd5,,
eid,296344c7-fb61-4d34-b732-6d0aa308fcd7,zapit,,1,SWC_NM_085,296344c7-fb61-4d34-b732-6d0aa308fcd7,,
eid,29a297f8-7818-4e46-b89a-57a90a22c826,zapit,,1,SWC_NM_072,29a297f8-7818-4e46-b89a-57a90a22c826,,
eid,29bd566b-2163-4934-9a32-4fd45b85f7bb,zapit,,1,SWC_NM_071,29bd566b-2163-4934-9a32-4fd45b85f7bb,,
eid,2a2583b4-18b9-4dbe-918c-eb753d16c03e,opto_behavior,supp1_hemisphere_specific,1,SWC_NM_018,2a2583b4-18b9-4dbe-918c-eb753d16c03e,,
eid,2a2efcbf-0269-477b-97f2-89f8ef04decf,opto_behavior,supp1_hemisphere_specific,1,SWC_NM_012,2a2efcbf-0269-477b-97f2-89f8ef04decf,,
eid,2a320f1e-c447-4dda-962e-cc782e37141e,opto_behavior,,1,SWC_NM_102,2a320f1e-c447-4dda-962e-cc782e37141e,,
eid,2a4234bc-d390-48ce-9dae-fec7a9d6b8bd,opto_behavior,supp1_hemisphere_specific,1,SWC_NM_103,2a4234bc-d390-48ce-9dae-fec7a9d6b8bd,,
eid,2a596ea2-05ec-4777-990e-05f27bec3c59,opto_behavior,figure1_zi_glmhmm,1,SWC_NM_111,2a596ea2-05ec-4777-990e-05f27bec3c59,,
eid,2a7d673c-abfb-41cf-bff5-5c3b9b06a952,opto_behavior,figure1_zi_glmhmm,2,SWC_NM_022,2a7d673c-abfb-41cf-bff5-5c3b9b06a952,,
eid,2a8d18e5-42cb-4b24-bd39-bcc1f2fa16d5,zapit,,1,SWC_NM_057,2a8d18e5-42cb-4b24-bd39-bcc1f2fa16d5,,
eid,2aa240a4-0d31-4271-845d-c33e951e9118,opto_behavior,figure1_zi_glmhmm,1,SWC_NM_010,2aa240a4-0d31-4271-845d-c33e951e9118,,
eid,2acbd25f-ab61-4fb5-bd2d-db7d2fb04f34,opto_behavior,figure3_vls_d1_glmhmm,1,SWC_NM_073,2acbd25f-ab61-4fb5-bd2d-db7d2fb04f34,,
eid,2aed2d49-fced-4465-b3bb-58b225079748,opto_behavior,,1,SWC_NM_012,2aed2d49-fced-4465-b3bb-58b225079748,,
eid,2b8f4563-477b-4311-ad27-52de0ef20143,opto_behavior,,1,SWC_NM_024,2b8f4563-477b-4311-ad27-52de0ef20143,,
eid,2b920090-8256-4a13-9923-a4b57952faa7,opto_behavior,figure1_zi_glmhmm,1,SWC_NM_003,2b920090-8256-4a13-9923-a4b57952faa7,,
eid,2b9ccc2d-aa2a-43bd-8a3c-5844e84c3db2,opto_behavior,figure3_vls_d1_glmhmm,1,SWC_NM_105,2b9ccc2d-aa2a-43bd-8a3c-5844e84c3db2,,
eid,2bbae950-9555-43d0-9891-03e47f18b286,opto_behavior,,1,SWC_NM_008,2bbae950-9555-43d0-9891-03e47f18b286,,
eid,2bde1da6-cd71-4cda-a8d1-46cf7c4fe13d,opto_behavior,figure1_zi_glmhmm,1,SWC_NM_111,2bde1da6-cd71-4cda-a8d1-46cf7c4fe13d,,
eid,2c4da1b0-05fc-4c58-8811-d5f2508a9581,opto_behavior,,1,SWC_NM_106,2c4da1b0-05fc-4c58-8811-d5f2508a9581,,
eid,2c599f47-5f22-4a89-9b9d-a4be933bd46e,opto_behavior,figure3_vls_d1_glmhmm,1,SWC_NM_073,2c599f47-5f22-4a89-9b9d-a4be933bd46e,,
eid,2cb4353f-ff13-4661-b1c5-aaf892ba47cb,opto_behavior,figure1_zi_glmhmm,1,SWC_NM_111,2cb4353f-ff13-4661-b1c5-aaf892ba47cb,,
eid,2d3f78c0-b7f8-4045-9bc1-8c76a7ae4a51,opto_behavior,figure3_vls_d2_glmhmm,1,SWC_NM_065,2d3f78c0-b7f8-4045-9bc1-8c76a7ae4a51,,
eid,2dccb63e-d226-4851-9b3b-432c8a855e52,opto_behavior,,1,SWC_NM_037,2dccb63e-d226-4851-9b3b-432c8a855e52,,
eid,2e4e763c-aa49-4ba0-a194-86f0ae0d537e,opto_behavior,figure3_vls_d2_glmhmm,1,SWC_NM_065,2e4e763c-aa49-4ba0-a194-86f0ae0d537e,,
eid,2e70831c-41a2-489c-b242-94e9893287cd,zapit,figure4_zapit_glmhmm,1,SWC_NM_085,2e70831c-41a2-489c-b242-94e9893287cd,,
eid,2e9ad686-c2d9-4bf9-aef6-abf2bd1cdfbe,zapit,figure4_zapit_glmhmm,1,SWC_NM_090,2e9ad686-c2d9-4bf9-aef6-abf2bd1cdfbe,,
eid,2ee29830-76f1-43dc-9851-c10eccdc12dd,opto_behavior,figure3_vls_d2_glmhmm,1,SWC_NM_065,2ee29830-76f1-43dc-9851-c10eccdc12dd,,
eid,2eef12b7-def8-4bdd-8c4b-166e2eef059a,zapit,,1,SWC_NM_085,2eef12b7-def8-4bdd-8c4b-166e2eef059a,,
eid,2f95753b-06cf-4860-b3a7-82b4d7a9fd45,opto_behavior,figure3_stn_glmhmm,1,SWC_NM_024,2f95753b-06cf-4860-b3a7-82b4d7a9fd45,,
eid,2fb4c72b-093b-4cd1-92d0-08b5b2377646,zapit,,1,SWC_NM_081,2fb4c72b-093b-4cd1-92d0-08b5b2377646,,
eid,2fb64c24-a802-4c67-9ef8-63c0b5e94239,zapit,figure4_zapit_glmhmm,1,SWC_NM_058,2fb64c24-a802-4c67-9ef8-63c0b5e94239,,
eid,2fbd3b7b-db18-4e00-a118-602aa912a682,zapit,,1,SWC_NM_086,2fbd3b7b-db18-4e00-a118-602aa912a682,,
eid,2fc30f24-10ee-4f3d-bc03-a42e2a1eb51e,opto_behavior,,1,SWC_NM_036,2fc30f24-10ee-4f3d-bc03-a42e2a1eb51e,,
eid,303904fe-4a51-4d32-a1bb-b0b4a0d97861,zapit,,1,SWC_NM_057,303904fe-4a51-4d32-a1bb-b0b4a0d97861,,
eid,3047075f-fe45-4a2d-8cf7-7b20210b1073,opto_behavior,figure3_vls_d1_glmhmm,1,SWC_NM_098,3047075f-fe45-4a2d-8cf7-7b20210b1073,,
eid,30cca44f-fa68-41d4-ad4a-1d3b41178860,zapit,figure4_zapit_glmhmm,1,SWC_NM_057,30cca44f-fa68-41d4-ad4a-1d3b41178860,,
eid,30dc77ad-9d38-4760-ae7b-71034f4558db,zapit,figure4_zapit_glmhmm,1,SWC_NM_081,30dc77ad-9d38-4760-ae7b-71034f4558db,,
eid,312f05e2-db5b-4d2b-99f5-80638c889899,opto_behavior,,1,SWC_NM_104,312f05e2-db5b-4d2b-99f5-80638c889899,,
eid,318bffb7-9bca-4145-affe-b52588a5dc1c,opto_behavior,,1,SWC_NM_008,318bffb7-9bca-4145-affe-b52588a5dc1c,,
eid,319149f0-0aba-485e-892c-e033e5bb86f0,zapit,,1,SWC_NM_086,319149f0-0aba-485e-892c-e033e5bb86f0,,
eid,319c04c0-25b9-4550-a962-cb12561752cd,zapit,,1,SWC_NM_081,319c04c0-25b9-4550-a962-cb12561752cd,,
eid,31a9d3e2-7a58-4228-b814-74c8e2d404d0,zapit,figure4_zapit_glmhmm,1,SWC_NM_071,31a9d3e2-7a58-4228-b814-74c8e2d404d0,,
eid,31aaf34d-04ea-4713-b2af-dffddd2ffafd,opto_behavior,figure3_vls_d2_glmhmm,2,SWC_NM_065,31aaf34d-04ea-4713-b2af-dffddd2ffafd,,
eid,31f5dbd5-6db7-4688-80a0-14acc83de81d,opto_behavior,figure3_vls_d2_glmhmm,1,SWC_NM_109,31f5dbd5-6db7-4688-80a0-14acc83de81d,,
eid,326fc4e3-5de2-4426-a270-6ad33bc72bf4,zapit,figure4_zapit_glmhmm,1,SWC_NM_057,326fc4e3-5de2-4426-a270-6ad33bc72bf4,,
eid,32a645ec-f07d-46f0-9464-1c6a4da6581f,opto_behavior,supp1_hemisphere_specific,1,SWC_NM_113,32a645ec-f07d-46f0-9464-1c6a4da6581f,,
eid,32cf6ee5-2397-4482-a1f6-bb01745a4b4b,opto_behavior,supp1_hemisphere_specific,1,SWC_NM_016,32cf6ee5-2397-4482-a1f6-bb01745a4b4b,,
eid,32e3cf7a-a3e3-41a4-a5d7-cb75022d4597,opto_behavior,,1,SWC_NM_102,32e3cf7a-a3e3-41a4-a5d7-cb75022d4597,,
eid,330ebac8-a94e-4a0c-a50a-c571fb162b02,opto_behavior,figure1_zi_glmhmm,1,SWC_NM_010,330ebac8-a94e-4a0c-a50a-c571fb162b02,,
eid,331dea26-7d0f-4ef8-966f-ecd31fd68b08,opto_behavior,,1,SWC_NM_102,331dea26-7d0f-4ef8-966f-ecd31fd68b08,,
eid,33201ab9-04fe-455b-827b-8aea51949a70,opto_behavior,,1,SWC_NM_037,33201ab9-04fe-455b-827b-8aea51949a70,,
eid,33567616-744f-4c22-b89b-6d3f299e8a79,opto_behavior,,1,SWC_NM_096,33567616-744f-4c22-b89b-6d3f299e8a79,,
eid,335a0eda-f61d-45d2-b1df-1aea44c5abcb,opto_behavior,,1,SWC_NM_003,335a0eda-f61d-45d2-b1df-1aea44c5abcb,,
eid,336a7390-5f64-4217-a9ba-832083f1cb16,opto_behavior,,1,SWC_NM_043,336a7390-5f64-4217-a9ba-832083f1cb16,,
eid,33760c33-10f6-4670-8c4c-a35c2c274019,zapit,figure4_zapit_glmhmm,1,SWC_NM_057,33760c33-10f6-4670-8c4c-a35c2c274019,,
eid,3386e5b5-815b-4c24-9b13-4a8dad6ec321,zapit,,1,SWC_NM_085,3386e5b5-815b-4c24-9b13-4a8dad6ec321,,
eid,33f4d759-46a4-4e54-921b-e08886536f13,opto_behavior,figure1_snr_glmhmm;supp1_glmhmm_states;supp1_hemisphere_specific;supp1_snr_no_glmhmm,1,SWC_NM_103,33f4d759-46a4-4e54-921b-e08886536f13,,
eid,346f7a43-e10b-498f-8f8b-c9802dadeabd,opto_behavior,,1,SWC_NM_073,346f7a43-e10b-498f-8f8b-c9802dadeabd,,
eid,3475b385-19af-4be2-a667-4cd9a4ba7527,opto_behavior,,1,SWC_NM_026,3475b385-19af-4be2-a667-4cd9a4ba7527,,
eid,3482d302-75f7-419a-85d6-05e9b05746fb,opto_behavior,supp1_hemisphere_specific,1,SWC_NM_103,3482d302-75f7-419a-85d6-05e9b05746fb,,
eid,34cc8a58-c98e-4ddf-b527-d4a420f68ba0,opto_behavior,figure3_vls_d1_glmhmm,1,SWC_NM_105,34cc8a58-c98e-4ddf-b527-d4a420f68ba0,,
eid,35581c37-e576-4394-8195-24136669edaa,zapit,figure4_zapit_glmhmm,1,SWC_NM_082,35581c37-e576-4394-8195-24136669edaa,,
eid,35bdb284-f5c5-4bb7-a1b1-0e84505fedf2,zapit,,1,SWC_NM_057,35bdb284-f5c5-4bb7-a1b1-0e84505fedf2,,
eid,363fb0df-7564-40d2-9fa1-d151a7b7d5b0,opto_behavior,figure3_vls_d1_glmhmm,1,SWC_NM_099,363fb0df-7564-40d2-9fa1-d151a7b7d5b0,,
eid,363fd96f-fb16-4bac-97e4-56d10f9d6872,zapit,figure4_zapit_glmhmm,1,SWC_NM_072,363fd96f-fb16-4bac-97e4-56d10f9d6872,,
eid,3693330f-2dee-4943-8713-2ee908736a06,opto_behavior,figure3_vls_d1_glmhmm,1,SWC_NM_053,3693330f-2dee-4943-8713-2ee908736a06,,
eid,369d3a18-44de-42dd-abc4-de4a65dc1ac9,opto_behavior,figure3_vls_d2_glmhmm,1,SWC_NM_089,369d3a18-44de-42dd-abc4-de4a65dc1ac9,,
eid,36d25914-b9d7-4660-929e-6b6abe64d7c6,opto_behavior,,1,SWC_NM_037,36d25914-b9d7-4660-929e-6b6abe64d7c6,,
eid,371667a3-635b-43aa-a74d-d35a164387a6,zapit,figure4_zapit_glmhmm,1,SWC_NM_057,371667a3-635b-43aa-a74d-d35a164387a6,,
eid,374bf3c0-c12f-4612-9888-4e4a5cf0d1b8,opto_behavior,figure3_vls_d1_glmhmm,1,SWC_NM_099,374bf3c0-c12f-4612-9888-4e4a5cf0d1b8,,
eid,3751487f-db0a-4905-ba89-0ddbe5b721e3,opto_behavior,,1,SWC_NM_065,3751487f-db0a-4905-ba89-0ddbe5b721e3,,
eid,37d55d35-d803-4d59-b29a-5032107663d1,opto_behavior,figure3_vls_d2_glmhmm,1,SWC_NM_108,37d55d35-d803-4d59-b29a-5032107663d1,,
eid,37f0bd30-767f-45d2-a667-ac14a2a0787e,opto_behavior,,1,SWC_NM_036,37f0bd30-767f-45d2-a667-ac14a2a0787e,,
eid,380311ce-5021-412d-b9d7-d2f1e048ec63,opto_behavior,,1,SWC_NM_043,380311ce-5021-412d-b9d7-d2f1e048ec63,,
eid,38380394-c382-432e-8403-2354edf1c7fb,opto_behavior,figure3_vls_d2_glmhmm,1,SWC_NM_089,38380394-c382-432e-8403-2354edf1c7fb,,
eid,3879f37d-980f-4edf-9798-ce12aa457847,zapit,,1,SWC_NM_086,3879f37d-980f-4edf-9798-ce12aa457847,,
eid,388c2e40-19cc-4de5-9f63-387c427d1fa9,zapit,figure4_zapit_glmhmm,1,SWC_NM_085,388c2e40-19cc-4de5-9f63-387c427d1fa9,,
eid,38dd63f0-297b-44a8-b469-2c16c76461ac,opto_behavior,,1,SWC_NM_042,38dd63f0-297b-44a8-b469-2c16c76461ac,,
eid,3924bc3c-2e8a-451e-a56e-e5c96cc3f0d3,opto_behavior,figure1_zi_glmhmm,1,SWC_NM_104,3924bc3c-2e8a-451e-a56e-e5c96cc3f0d3,,
eid,395d7e8b-babe-4f39-b9f7-f62444002e36,opto_behavior,figure3_vls_d2_glmhmm,1,SWC_NM_065,395d7e8b-babe-4f39-b9f7-f62444002e36,,
eid,3a7840b6-9283-4bd2-a3d1-16b377fa1d7f,zapit,figure4_zapit_glmhmm,1,SWC_NM_082,3a7840b6-9283-4bd2-a3d1-16b377fa1d7f,,
eid,3a7fcb1a-73b7-42a0-9f52-e8ab8c16e65e,opto_behavior,supp1_hemisphere_specific,1,SWC_NM_103,3a7fcb1a-73b7-42a0-9f52-e8ab8c16e65e,,
eid,3a8ab779-363e-4681-b855-f897fa4e6d18,zapit,figure4_zapit_glmhmm,1,SWC_NM_071,3a8ab779-363e-4681-b855-f897fa4e6d18,,
eid,3aa941b5-a28e-4621-917d-cd8791480130,opto_behavior,figure3_vls_d2_glmhmm,1,SWC_NM_087,3aa941b5-a28e-4621-917d-cd8791480130,,
eid,3abd3941-4f14-482b-a9af-d9ee0e4bc69d,opto_behavior,,1,SWC_NM_011,3abd3941-4f14-482b-a9af-d9ee0e4bc69d,,
eid,3ad1c330-a34e-460b-894c-1c50d04e6d38,opto_behavior,,1,SWC_NM_053,3ad1c330-a34e-460b-894c-1c50d04e6d38,,
eid,3ada9be9-f292-4716-807e-ab3b912283d6,opto_behavior,,2,SWC_NM_111,3ada9be9-f292-4716-807e-ab3b912283d6,,
eid,3aedd7d5-b3e1-4617-99e4-3923c19105c9,opto_behavior,,1,SWC_NM_042,3aedd7d5-b3e1-4617-99e4-3923c19105c9,,
eid,3b2314e9-d3c4-4fc3-be3d-544635f360db,opto_behavior,supp1_hemisphere_specific,1,SWC_NM_113,3b2314e9-d3c4-4fc3-be3d-544635f360db,,
eid,3bec32f7-9c81-41be-bd39-dd5f9056fee5,opto_behavior,figure3_stn_glmhmm,1,SWC_NM_024,3bec32f7-9c81-41be-bd39-dd5f9056fee5,,
eid,3bfd3981-dfb8-4001-95a4-fb3bb3be8d20,opto_behavior,,1,SWC_NM_111,3bfd3981-dfb8-4001-95a4-fb3bb3be8d20,,
eid,3c27738f-65dd-492e-bf49-5dbd11c1f374,zapit,figure4_zapit_glmhmm,1,SWC_NM_085,3c27738f-65dd-492e-bf49-5dbd11c1f374,,
eid,3c50aa42-f734-4c62-83fb-d548a443ddb2,zapit,figure4_zapit_glmhmm,1,SWC_NM_058,3c50aa42-f734-4c62-83fb-d548a443ddb2,,
eid,3c7bfbf6-bff7-4a9e-88ed-71d533e1aee8,opto_behavior,figure1_zi_glmhmm,1,SWC_NM_022,3c7bfbf6-bff7-4a9e-88ed-71d533e1aee8,,
eid,3c8df838-955c-4a47-880b-e76dcc2a9be6,opto_behavior,figure3_vls_d2_glmhmm,1,SWC_NM_109,3c8df838-955c-4a47-880b-e76dcc2a9be6,,
eid,3ca6c201-91f2-4ba9-8b8a-012446bdf7d2,opto_behavior,figure3_stn_glmhmm,1,SWC_NM_024,3ca6c201-91f2-4ba9-8b8a-012446bdf7d2,,
eid,3ce30db9-6acd-4d4f-b3ef-cdae72193cca,zapit,figure4_zapit_glmhmm,1,SWC_NM_057,3ce30db9-6acd-4d4f-b3ef-cdae72193cca,,
eid,3ce813d3-75f1-4558-83ea-c125f71f6bba,opto_behavior,figure3_stn_glmhmm,2,SWC_NM_025,3ce813d3-75f1-4558-83ea-c125f71f6bba,,
eid,3cf380ef-4209-41da-b425-e64bd0212169,zapit,,1,SWC_NM_085,3cf380ef-4209-41da-b425-e64bd0212169,,
eid,3cf488ae-c327-4e58-b6f6-7b7d81721628,opto_behavior,figure1_zi_glmhmm,1,SWC_NM_003,3cf488ae-c327-4e58-b6f6-7b7d81721628,,
eid,3d20e274-d965-429b-9198-526bb1df3ff7,zapit,figure4_zapit_glmhmm,1,SWC_NM_081,3d20e274-d965-429b-9198-526bb1df3ff7,,
eid,3d2d70f9-3486-400e-a9d8-6aed17b6193a,opto_behavior,figure3_stn_glmhmm,1,SWC_NM_024,3d2d70f9-3486-400e-a9d8-6aed17b6193a,,
eid,3d600454-fc11-448a-8480-e5b38f4edb1f,opto_behavior,figure3_vls_d2_glmhmm,1,SWC_NM_108,3d600454-fc11-448a-8480-e5b38f4edb1f,,
eid,3d7e08ed-d801-4081-bb71-ec4b6a51643e,opto_behavior,,2,SWC_NM_093,3d7e08ed-d801-4081-bb71-ec4b6a51643e,,
eid,3dd68334-84cc-402d-a053-45bd352c14fc,opto_behavior,figure3_stn_glmhmm,1,SWC_NM_025,3dd68334-84cc-402d-a053-45bd352c14fc,,
eid,3debc803-cabb-444a-ad4b-62b52f34dc1f,opto_behavior,supp1_hemisphere_specific,1,SWC_NM_011,3debc803-cabb-444a-ad4b-62b52f34dc1f,,
eid,3df2cc80-cdfa-47d0-bd36-863174255547,opto_behavior,,1,SWC_NM_051,3df2cc80-cdfa-47d0-bd36-863174255547,,
eid,3e16843e-4d15-421a-8e38-eb862aa09e0a,zapit,figure4_zapit_glmhmm,1,SWC_NM_082,3e16843e-4d15-421a-8e38-eb862aa09e0a,,
eid,3e2f49c3-1590-4874-adc6-c68c518e7baf,zapit,figure4_zapit_glmhmm,1,SWC_NM_071,3e2f49c3-1590-4874-adc6-c68c518e7baf,,
eid,3e3535fb-b06f-4e57-9460-cbe071984171,opto_behavior,figure1_zi_glmhmm,1,SWC_NM_003,3e3535fb-b06f-4e57-9460-cbe071984171,,
eid,3e3b5e27-032c-4ee0-8db1-c61bf2b6aade,opto_behavior,,1,SWC_NM_036,3e3b5e27-032c-4ee0-8db1-c61bf2b6aade,,
eid,3ec0e0ac-a2ce-4d26-87ab-b89f741f0ee0,zapit,,1,SWC_NM_072,3ec0e0ac-a2ce-4d26-87ab-b89f741f0ee0,,
eid,3f4d8647-1701-4763-9630-3aee0b7b8f88,opto_behavior,,1,SWC_NM_035,3f4d8647-1701-4763-9630-3aee0b7b8f88,,
eid,3f56560a-16c1-484e-af4d-3caa9fd7aedd,opto_behavior,figure3_vls_d2_glmhmm,1,SWC_NM_087,3f56560a-16c1-484e-af4d-3caa9fd7aedd,,
eid,3f56b55e-33f9-404a-9de5-8cdd91028856,zapit,figure4_zapit_glmhmm,1,SWC_NM_082,3f56b55e-33f9-404a-9de5-8cdd91028856,,
eid,3f704200-a246-4276-ae7f-c47c33e29f63,opto_behavior,figure1_zi_glmhmm,1,SWC_NM_003,3f704200-a246-4276-ae7f-c47c33e29f63,,
eid,3f792775-5f93-4e15-969d-9d8deb8d4b19,zapit,figure4_zapit_glmhmm,1,SWC_NM_071,3f792775-5f93-4e15-969d-9d8deb8d4b19,,
eid,3fce4e6c-1408-4fde-b95d-72a75b4e63da,zapit,,1,SWC_NM_071,3fce4e6c-1408-4fde-b95d-72a75b4e63da,,
eid,3fd84daa-3664-4b52-acc9-d9fa30967094,opto_behavior,,1,SWC_NM_073,3fd84daa-3664-4b52-acc9-d9fa30967094,,
eid,3fec152d-292e-4e50-b543-fe1830123a82,opto_behavior,supp1_hemisphere_specific,1,SWC_NM_103,3fec152d-292e-4e50-b543-fe1830123a82,,
eid,3ffd2a46-cbc5-4a6b-965f-c3baeb4c4899,opto_behavior,,1,SWC_NM_036,3ffd2a46-cbc5-4a6b-965f-c3baeb4c4899,,
eid,4024d778-f840-4060-b5ee-d32a9c471ec5,zapit,figure4_zapit_glmhmm,1,SWC_NM_071,4024d778-f840-4060-b5ee-d32a9c471ec5,,
eid,40394d09-a720-454d-959f-f7b4b238e477,opto_behavior,figure3_vls_d1_glmhmm,1,SWC_NM_099,40394d09-a720-454d-959f-f7b4b238e477,,
eid,40755583-4d49-40c8-9443-57a918d0199f,opto_behavior,,1,SWC_NM_096,40755583-4d49-40c8-9443-57a918d0199f,,
eid,409dc01a-c5dc-40cb-8356-e19372e4f546,opto_behavior,supp1_hemisphere_specific,1,SWC_NM_008,409dc01a-c5dc-40cb-8356-e19372e4f546,,
eid,40defdac-fb76-475d-ad14-2236194b8012,opto_behavior,figure1_zi_glmhmm,1,SWC_NM_111,40defdac-fb76-475d-ad14-2236194b8012,,
eid,40f30063-282c-4b0f-bfa4-7afcbbd86964,opto_behavior,,1,SWC_NM_104,40f30063-282c-4b0f-bfa4-7afcbbd86964,,
eid,411d5f71-4f16-4ca5-ae20-a9789a4b49a6,opto_behavior,figure1_zi_glmhmm,1,SWC_NM_003,411d5f71-4f16-4ca5-ae20-a9789a4b49a6,,
eid,413bda0c-0b1c-4d2f-9bd2-fff32a2e928c,opto_behavior,figure3_vls_d1_glmhmm,1,SWC_NM_053,413bda0c-0b1c-4d2f-9bd2-fff32a2e928c,,
eid,417a81f7-222a-4dc7-95e5-189675d9d680,zapit,figure4_zapit_glmhmm,1,SWC_NM_081,417a81f7-222a-4dc7-95e5-189675d9d680,,
eid,41b0adde-5791-4ac5-9684-c5ba76e66eab,opto_behavior,supp1_hemisphere_specific,1,SWC_NM_103,41b0adde-5791-4ac5-9684-c5ba76e66eab,,
eid,41d0c085-8bfc-40fb-8efa-1f62f6753e7a,opto_behavior,figure3_vls_d2_glmhmm,1,SWC_NM_109,41d0c085-8bfc-40fb-8efa-1f62f6753e7a,,
eid,42097ae3-6c89-436b-b1f6-531706602faf,zapit,figure4_zapit_glmhmm,1,SWC_NM_058,42097ae3-6c89-436b-b1f6-531706602faf,,
eid,42413192-cad7-44bf-a759-9f761a3b973d,opto_behavior,,1,SWC_NM_035,42413192-cad7-44bf-a759-9f761a3b973d,,
eid,4399db90-c883-43df-a94b-97dc5b664935,zapit,figure4_zapit_glmhmm,1,SWC_NM_081,4399db90-c883-43df-a94b-97dc5b664935,,
eid,43bcc3ac-f0c7-4709-bb9a-9e0c3269f354,opto_behavior,supp1_hemisphere_specific,1,SWC_NM_080,43bcc3ac-f0c7-4709-bb9a-9e0c3269f354,,
eid,4483138b-6f1b-48f5-84e8-8cb0f09270a4,zapit,figure4_zapit_glmhmm,1,SWC_NM_091,4483138b-6f1b-48f5-84e8-8cb0f09270a4,,
eid,448d7b48-af08-47e0-bace-3167ba4ba9cc,opto_behavior,,1,SWC_NM_008,448d7b48-af08-47e0-bace-3167ba4ba9cc,,
eid,44da6b87-38ed-4544-8f93-adaff91c92de,opto_behavior,,1,SWC_NM_043,44da6b87-38ed-4544-8f93-adaff91c92de,,
eid,4513ca43-092c-4d70-89f9-f431b281fe8c,zapit,figure4_zapit_glmhmm,1,SWC_NM_091,4513ca43-092c-4d70-89f9-f431b281fe8c,,
eid,4535379c-1216-40f8-a0fd-054cc27799f0,opto_behavior,,1,SWC_NM_035,4535379c-1216-40f8-a0fd-054cc27799f0,,
eid,4569efa8-dc24-4f03-88ef-94d0f96c5f2d,zapit,,1,SWC_NM_081,4569efa8-dc24-4f03-88ef-94d0f96c5f2d,,
eid,4585378e-6d33-48c7-8d4b-aea6671fcb8d,zapit,,1,SWC_NM_085,4585378e-6d33-48c7-8d4b-aea6671fcb8d,,
eid,458fa5fa-4270-400e-90c8-4106a0253707,opto_behavior,figure3_vls_d2_glmhmm,1,SWC_NM_107,458fa5fa-4270-400e-90c8-4106a0253707,,
eid,45a4f3a9-7e87-4267-a586-b197278b9d94,opto_behavior,,1,SWC_NM_049,45a4f3a9-7e87-4267-a586-b197278b9d94,,
eid,45ab828c-2e0e-47ea-9d71-488651be576c,opto_behavior,figure3_vls_d2_glmhmm,1,SWC_NM_108,45ab828c-2e0e-47ea-9d71-488651be576c,,
eid,45b7a288-8bf7-411c-b1ba-178b58fc7f6f,opto_behavior,figure3_stn_glmhmm,1,SWC_NM_025,45b7a288-8bf7-411c-b1ba-178b58fc7f6f,,
eid,45e79f8f-d7ae-4329-921f-4470278d7723,opto_behavior,,1,SWC_NM_053,45e79f8f-d7ae-4329-921f-4470278d7723,,
eid,461f1dc8-4463-4705-bce3-70fb28d24275,zapit,figure4_zapit_glmhmm,1,SWC_NM_071,461f1dc8-4463-4705-bce3-70fb28d24275,,
eid,4630fbf2-a6b3-4443-b6da-af6a07cf0909,zapit,,1,SWC_NM_086,4630fbf2-a6b3-4443-b6da-af6a07cf0909,,
eid,464613ff-01f1-407c-9b47-098df406e8f4,opto_behavior,figure3_vls_d1_glmhmm,1,SWC_NM_073,464613ff-01f1-407c-9b47-098df406e8f4,,
eid,4650da81-e01e-4db4-89a9-a74d1b9ab953,zapit,figure4_zapit_glmhmm,1,SWC_NM_071,4650da81-e01e-4db4-89a9-a74d1b9ab953,,
eid,46dd2112-a336-4221-b1f1-601e57fbd972,opto_behavior,,1,SWC_NM_036,46dd2112-a336-4221-b1f1-601e57fbd972,,
eid,46e020f3-0246-41cb-9fe3-b33caa29491f,opto_behavior,figure3_vls_d2_glmhmm,1,SWC_NM_083,46e020f3-0246-41cb-9fe3-b33caa29491f,,
eid,47093eb5-2516-4e6f-a66e-92275c52659b,opto_behavior,figure3_stn_glmhmm,1,SWC_NM_024,47093eb5-2516-4e6f-a66e-92275c52659b,,
eid,4728c15a-4772-4c03-86be-42c57ac6b705,opto_behavior,,1,SWC_NM_102,4728c15a-4772-4c03-86be-42c57ac6b705,,
